MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s),category
MGI:97281,Ncam1,neural cell adhesion molecule 1,9,,external side of plasma membrane,,,IDA,,J:145327 J:174203 ,external side of plasma membrane
MGI:97281,Ncam1,neural cell adhesion molecule 1,9,,external side of plasma membrane,,,ISO,P13591 ,J:145327 ,external side of plasma membrane
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,external side of plasma membrane,,,ISO,RGD:3177 ,J:155856 ,external side of plasma membrane
MGI:2179435,Nlgn1,neuroligin 1,3,,external side of plasma membrane,,,IDA,,J:161514 ,external side of plasma membrane
MGI:96083,Nrg1,neuregulin 1,8,,external side of plasma membrane,is a part of muscle cell,PR:Q6DR98,IDA,,J:109116 ,external side of plasma membrane
MGI:1330819,Osmr,oncostatin M receptor,15,,external side of plasma membrane,,,IDA,,J:172699 ,external side of plasma membrane
MGI:1098235,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",11,,external side of plasma membrane,"is a part of bladder,is a part of smooth muscle cell",,IDA,,J:102580 ,external side of plasma membrane
MGI:1339957,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",5,,external side of plasma membrane,is a part of T cell,,IDA,,J:118682 ,external side of plasma membrane
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,external side of plasma membrane,,,ISO,RGD:621681 ,J:155856 ,external side of plasma membrane
MGI:97464,P4hb,"prolyl 4-hydroxylase, beta polypeptide",11,,external side of plasma membrane,is a part of T-helper 2 cell,,IDA,,J:173540 ,external side of plasma membrane
MGI:97464,P4hb,"prolyl 4-hydroxylase, beta polypeptide",11,,external side of plasma membrane,,,ISO,P07237 ,J:164563 ,external side of plasma membrane
MGI:104879,Pdcd1,programmed cell death 1,1,,external side of plasma membrane,,,IDA,,J:94873 ,external side of plasma membrane
MGI:104879,Pdcd1,programmed cell death 1,1,,external side of plasma membrane,happens in T cell,,IDA,,J:196136 ,external side of plasma membrane
MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",5,,external side of plasma membrane,,,IDA,,J:185712 ,external side of plasma membrane
MGI:103098,Pdpn,podoplanin,4,,external side of plasma membrane,is a part of lymph node,,IDA,,J:196984 ,external side of plasma membrane
MGI:97537,Pecam1,platelet/endothelial cell adhesion molecule 1,11,,external side of plasma membrane,,,IDA,,J:132871 J:162997 J:174203 J:206413 ,external side of plasma membrane
MGI:1923759,Plet1,placenta expressed transcript 1,9,,external side of plasma membrane,,,IDA,,J:177992 ,external side of plasma membrane
MGI:97620,Plg,plasminogen,17,,extrinsic component of external side of plasma membrane,,,ISO,P00747 ,J:164563 ,external side of plasma membrane
MGI:106530,Plppr4,phospholipid phosphatase related 4,3,,external side of plasma membrane,,,ISO,RGD:727806 ,J:155856 ,external side of plasma membrane
MGI:97767,Prn,prion protein readthrough transcript,2,,anchored component of external side of plasma membrane,,,ISO,Q9UKY0 ,J:164563 ,external side of plasma membrane
MGI:1346999,Prnd,prion like protein doppel,2,,anchored component of external side of plasma membrane,,,IDA,,J:64416 ,external side of plasma membrane
MGI:1346999,Prnd,prion like protein doppel,2,,anchored component of external side of plasma membrane,,,ISO,Q9UKY0 ,J:164563 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of hematopoietic stem cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of myeloid lineage restricted progenitor cell,,IDA,,J:19636 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of bone marrow,is a part of B cell|is a part of spleen,is a part of B cell|is a part of peritoneal cavity,is a part of B cell",,IDA,,J:29797 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of bone marrow,is a part of myeloid cell",,IDA,,J:97996 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of B cell|is a part of myeloid dendritic cell,PR:P06800-1,IDA,,J:30241 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of spleen,is a part of B cell",,IDA,,J:27768 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of liver,is a part of B cell",,IDA,,J:31364 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of T cell,,IDA,,J:5707 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of myeloid cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of T cell,,IDA,,J:25537 J:39981 J:41170 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,,,IDA,,J:14194 J:31133 J:70681 J:84599 J:84890 J:86758 J:89320 J:89706 J:98417 J:103896 J:127719 J:132871 J:139262 J:141184 J:141377 J:143981 J:155686 J:155898 J:157744 J:172134 J:173338 J:202604 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of femur,,IDA,,J:99189 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of B cell,,IDA,,J:7488 J:19437 J:91914 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of bone marrow,,IDA,,J:97945 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of bone marrow,is a part of B cell",,IDA,,J:29796 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of lymphocyte,,IDA,,J:33466 J:125784 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 ,external side of plasma membrane
MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",1,,external side of plasma membrane,,,ISO,P08575 ,J:145327 ,external side of plasma membrane
MGI:109432,Raet1b,retinoic acid early transcript beta,10,,anchored component of external side of plasma membrane,is a part of T cell,,IDA,,J:82077 ,external side of plasma membrane
MGI:109432,Raet1b,retinoic acid early transcript beta,10,,external side of plasma membrane,,,IDA,,J:165941 ,external side of plasma membrane
MGI:109431,Raet1c,retinoic acid early transcript gamma,10,,external side of plasma membrane,,,IDA,,J:165941 ,external side of plasma membrane
MGI:1861032,Raet1d,retinoic acid early transcript delta,10,,external side of plasma membrane,,,IDA,,J:165941 ,external side of plasma membrane
MGI:2384902,Rnpep,arginyl aminopeptidase (aminopeptidase B),1,,external side of plasma membrane,,,ISO,RGD:621137 ,J:155856 ,external side of plasma membrane
MGI:1921394,Robo4,roundabout guidance receptor 4,9,,external side of plasma membrane,,,IDA,,J:85367 ,external side of plasma membrane
MGI:104856,Rorc,RAR-related orphan receptor gamma,3,,external side of plasma membrane,,,IDA,,J:190936 ,external side of plasma membrane
MGI:2136886,Rtn4r,reticulon 4 receptor,16,,anchored component of external side of plasma membrane,,,ISO,Q9BZR6 ,J:164563 ,external side of plasma membrane
MGI:2661375,Rtn4rl1,reticulon 4 receptor-like 1,11,,external side of plasma membrane,,,ISO,RGD:727812 ,J:155856 ,external side of plasma membrane
MGI:2669796,Rtn4rl2,reticulon 4 receptor-like 2,2,,external side of plasma membrane,,,ISO,RGD:727797 ,J:155856 ,external side of plasma membrane
MGI:1096355,S1pr1,sphingosine-1-phosphate receptor 1,3,,external side of plasma membrane,is a part of thymocyte,,IMP,MGI:3818509 ,J:141431 ,external side of plasma membrane
MGI:101782,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",6,,external side of plasma membrane,,,IDA,,J:126754 ,external side of plasma membrane
MGI:104696,Scnn1b,"sodium channel, nonvoltage-gated 1 beta",7,,external side of plasma membrane,,,IDA,,J:126754 ,external side of plasma membrane
MGI:104695,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",7,,external side of plasma membrane,,,IDA,,J:126754 ,external side of plasma membrane
MGI:1890616,Scube1,"signal peptide, CUB domain, EGF-like 1",15,,external side of plasma membrane,,,ISO,Q8IWY4 ,J:164563 ,external side of plasma membrane
MGI:1349162,Sdc1,syndecan 1,12,,external side of plasma membrane,,,IDA,,J:141184 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:112602 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,,,IDA,,J:86758 J:139262 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:93953 J:113553 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:118862 J:141392 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,is a part of myeloid lineage restricted progenitor cell,,IDA,,J:19636 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,is a part of T cell,,IDA,,J:39981 J:53400 J:102496 J:116306 ,external side of plasma membrane
MGI:98279,Sell,"selectin, lymphocyte",1,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:141431 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,is a part of peritoneal cavity|is a part of heart|is a part of lung|is a part of spleen|is a part of brain,,IDA,,J:140680 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,happens in T cell,,IDA,,J:196136 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,is a part of platelet,,IDA,,J:125139 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,is a part of neutrophil,,IDA,,J:149909 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,,,ISO,RGD:3656 ,J:155856 ,external side of plasma membrane
MGI:98280,Selp,"selectin, platelet",1,,external side of plasma membrane,,,ISO,P16109 ,J:164563 ,external side of plasma membrane
MGI:1306826,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",9,,external side of plasma membrane,,,IDA,,J:121431 ,external side of plasma membrane
MGI:107817,Serpina5,"serine (or cysteine) peptidase inhibitor, clade A, member 5",12,,external side of plasma membrane,,,ISO,P05154 ,J:164563 ,external side of plasma membrane
MGI:101780,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",1,,extrinsic component of external side of plasma membrane,,,ISO,P07093 ,J:164563 ,external side of plasma membrane
MGI:1932475,Siglece,sialic acid binding Ig-like lectin E,7,,external side of plasma membrane,is a part of microglial cell,,IDA,,J:204167 ,external side of plasma membrane
MGI:1351314,Slamf1,signaling lymphocytic activation molecule family member 1,1,,external side of plasma membrane,,,IDA,,J:203580 J:224867 ,external side of plasma membrane
MGI:1351314,Slamf1,signaling lymphocytic activation molecule family member 1,1,,external side of plasma membrane,is a part of stem cell,,IDA,,J:145577 ,external side of plasma membrane
MGI:1351314,Slamf1,signaling lymphocytic activation molecule family member 1,1,,external side of plasma membrane,is a part of hematopoietic stem cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:1922595,Slamf7,SLAM family member 7,1,,external side of plasma membrane,,,IDA,,J:151768 ,external side of plasma membrane
MGI:95758,Slc2a4,"solute carrier family 2 (facilitated glucose transporter), member 4",11,,external side of plasma membrane,,,ISO,P14672 ,J:73065 ,external side of plasma membrane
MGI:1333778,Spa17,sperm autoantigenic protein 17,9,,external side of plasma membrane,is a part of sperm,,IDA,,J:29014 ,external side of plasma membrane
MGI:109335,Spam1,sperm adhesion molecule 1,6,,external side of plasma membrane,,,IDA,,J:117970 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:90603 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,is a part of B cell,,IDA,,J:27374 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,is a part of lymphocyte,,IDA,,J:88251 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,is a part of pro-B cell|is a part of precursor B cell,,IDA,,J:125136 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,,,IDA,,J:18035 J:26220 J:29272 J:98417 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,"is a part of bone marrow,is a part of B cell",,IDA,,J:29797 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:98384,Spn,sialophorin,7,,external side of plasma membrane,is a part of T cell,,IDA,,J:88252 J:94032 J:94033 ,external side of plasma membrane
MGI:2178743,Stab2,stabilin 2,10,,external side of plasma membrane,,,ISO,RGD:628822 ,J:155856 ,external side of plasma membrane
MGI:2681247,Tas2r118,"taste receptor, type 2, member 118",6,,external side of plasma membrane,,,ISO,Q9NYV7 ,J:164563 ,external side of plasma membrane
MGI:98553,Tcra,T cell receptor alpha chain,14,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:31364 ,external side of plasma membrane
MGI:98563,Tcra-V2,"T cell receptor alpha, variable 2",14,,external side of plasma membrane,,,IDA,,J:129700 ,external side of plasma membrane
MGI:99743,Tcra-V3.1,"T cell receptor alpha, variable 3.1",14,,external side of plasma membrane,is a part of T cell,,IDA,,J:127083 ,external side of plasma membrane
MGI:98578,Tcrb,T cell receptor beta chain,6,,external side of plasma membrane,,,IDA,,J:60915 J:98417 J:140498 J:141145 J:172134 J:190936 ,external side of plasma membrane
MGI:98578,Tcrb,T cell receptor beta chain,6,,external side of plasma membrane,is a part of T cell,,IDA,,J:41170 J:92679 J:113553 ,external side of plasma membrane
MGI:98578,Tcrb,T cell receptor beta chain,6,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:118845 ,external side of plasma membrane
MGI:98578,Tcrb,T cell receptor beta chain,6,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:31364 ,external side of plasma membrane
MGI:98579,Tcrb-C,"T cell receptor beta, constant region",6,,external side of plasma membrane,"is a part of intestine,is a part of T cell",,IDA,,J:36147 ,external side of plasma membrane
MGI:98611,Tcrd,T cell receptor delta chain,14,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:31364 ,external side of plasma membrane
MGI:98611,Tcrd,T cell receptor delta chain,14,,external side of plasma membrane,,,IDA,,J:155686 ,external side of plasma membrane
MGI:98623,Tcrg,T cell receptor gamma chain,13,,external side of plasma membrane,,,IDA,,J:155686 ,external side of plasma membrane
MGI:98623,Tcrg,T cell receptor gamma chain,13,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:31364 ,external side of plasma membrane
MGI:98623,Tcrg,T cell receptor gamma chain,13,,external side of plasma membrane,is a part of T cell,,IDA,,J:92679 ,external side of plasma membrane
MGI:98633,Tcrg-V3,"T cell receptor gamma, variable 3",13,,external side of plasma membrane,"is a part of thymus,is a part of T cell",,IDA,,J:29796 ,external side of plasma membrane
MGI:98635,Tcrg-V5,"T cell receptor gamma, variable 5",13,,external side of plasma membrane,,,IDA,,J:207537 ,external side of plasma membrane
MGI:1354956,Tfr2,transferrin receptor 2,5,,external side of plasma membrane,,,ISO,Q9UP52 ,J:164563 ,external side of plasma membrane
MGI:98822,Tfrc,transferrin receptor,16,,external side of plasma membrane,,,IDA,,J:161968 J:163754 ,external side of plasma membrane
MGI:98822,Tfrc,transferrin receptor,16,,external side of plasma membrane,,,ISO,P02786 ,J:164563 ,external side of plasma membrane
MGI:98729,Tgfbr2,"transforming growth factor, beta receptor II",9,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:98729,Tgfbr2,"transforming growth factor, beta receptor II",9,,external side of plasma membrane,,,ISO,P37173 ,J:164563 ,external side of plasma membrane
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,external side of plasma membrane,,,ISO,Q03167 ,J:164563 ,external side of plasma membrane
MGI:98737,Thbs1,thrombospondin 1,2,,external side of plasma membrane,,,ISO,P07996 ,J:164563 ,external side of plasma membrane
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,anchored component of external side of plasma membrane,is a part of T cell,,IDA,,J:87358 ,external side of plasma membrane
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,anchored component of external side of plasma membrane,,,IDA,,J:58593 ,external side of plasma membrane
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,external side of plasma membrane,,,IDA,,J:19488 J:132871 J:140498 J:202604 ,external side of plasma membrane
MGI:1346060,Tlr2,toll-like receptor 2,3,,external side of plasma membrane,is a part of macrophage,,IDA,,J:91804 ,external side of plasma membrane
MGI:96824,Tlr4,toll-like receptor 4,4,,external side of plasma membrane,,,ISO,O00206 ,J:164563 ,external side of plasma membrane
MGI:2176887,Tlr8,toll-like receptor 8,X,,external side of plasma membrane,,,ISO,Q9NR97 ,J:164563 ,external side of plasma membrane
MGI:2151016,Tmc1,transmembrane channel-like gene family 1,19,,external side of plasma membrane,,,IDA,,J:132871 ,external side of plasma membrane
MGI:1919179,Tmem123,transmembrane protein 123,9,,external side of plasma membrane,,,ISO,Q8N131 ,J:164563 ,external side of plasma membrane
MGI:104798,Tnf,tumor necrosis factor,17,,external side of plasma membrane,,,IDA,,J:103845 J:173331 ,external side of plasma membrane
MGI:104512,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4",4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:104512,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4",4,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:118845 ,external side of plasma membrane
MGI:1101059,Tnfrsf9,"tumor necrosis factor receptor superfamily, member 9",4,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",PR:P20334-1,IDA,,J:139036 ,external side of plasma membrane
MGI:1101059,Tnfrsf9,"tumor necrosis factor receptor superfamily, member 9",4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",PR:P20334-1,IDA,,J:141392 ,external side of plasma membrane
MGI:1314891,Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",1,,external side of plasma membrane,,,ISO,Q9Y6Q6 ,J:164563 ,external side of plasma membrane
MGI:1889411,Tnfrsf13b,"tumor necrosis factor receptor superfamily, member 13b",11,,external side of plasma membrane,is a part of B cell,,IDA,,J:91914 ,external side of plasma membrane
MGI:1919299,Tnfrsf13c,"tumor necrosis factor receptor superfamily, member 13c",15,,external side of plasma membrane,is a part of T cell,,IDA,,J:91914 J:92334 ,external side of plasma membrane
MGI:2675303,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",4,,external side of plasma membrane,is a part of B cell,,IDA,,J:94873 ,external side of plasma membrane
MGI:894675,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18",4,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:112602 ,external side of plasma membrane
MGI:894675,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18",4,,external side of plasma membrane,is a part of T cell,,IDA,,J:116306 ,external side of plasma membrane
MGI:1930270,Tnfrsf22,"tumor necrosis factor receptor superfamily, member 22",7,,external side of plasma membrane,,,IDA,,J:81898 ,external side of plasma membrane
MGI:1930269,Tnfrsf23,"tumor necrosis factor receptor superfamily, member 23",7,,anchored component of external side of plasma membrane,,,IDA,,J:81898 ,external side of plasma membrane
MGI:1916833,Tnfsf13,"tumor necrosis factor (ligand) superfamily, member 13",11,,external side of plasma membrane,,,IDA,,J:87680 ,external side of plasma membrane
MGI:4439726,Trbc1,"T cell receptor beta, constant region 1",6,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4835227,Trbc2,"T cell receptor beta, constant 2",6,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:98612,Trdc,"T cell receptor delta, constant region",14,,external side of plasma membrane,"is a part of intestine,is a part of T cell",,IDA,,J:36147 ,external side of plasma membrane
MGI:4887419,Trdv4,T cell receptor delta variable 4,14,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:98821,Trf,transferrin,9,,extrinsic component of external side of plasma membrane,,,ISO,P02787 ,J:164563 ,external side of plasma membrane
MGI:2181435,Trpm8,"transient receptor potential cation channel, subfamily M, member 8",1,,external side of plasma membrane,,,IDA,,J:117484 ,external side of plasma membrane
MGI:1341787,Trpv1,"transient receptor potential cation channel, subfamily V, member 1",11,,external side of plasma membrane,,,ISO,RGD:628841 ,J:155856 ,external side of plasma membrane
MGI:1925027,Ulbp1,UL16 binding protein 1,10,,external side of plasma membrane,is a part of T cell,,IDA,,J:82077 ,external side of plasma membrane
MGI:1929785,Umodl1,uromodulin-like 1,17,,external side of plasma membrane,,,IDA,,J:101065 ,external side of plasma membrane
MGI:98926,Vcam1,vascular cell adhesion molecule 1,3,,external side of plasma membrane,,,ISO,P19320 ,J:164563 ,external side of plasma membrane
MGI:98936,Vpreb1,pre-B lymphocyte gene 1,16,,external side of plasma membrane,is a part of femur,,IDA,,J:99189 ,external side of plasma membrane
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,external side of plasma membrane,"is a part of lymphatic system,is a part of naive thymus-derived CD4-positive, alpha-beta T cell|is a part of lymphatic system,is a part of CD4-positive, alpha-beta memory T cell",,IDA,,J:176836 ,external side of plasma membrane
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,external side of plasma membrane,is a part of T cell|is a part of neutrophil|is a part of dendritic cell|is a part of F4/80-positive adipose macrophage,,IDA,,J:179154 ,external side of plasma membrane
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,external side of plasma membrane,is a part of stem cell,,IDA,,J:193667 ,external side of plasma membrane
MGI:3039619,Vtcn1,V-set domain containing T cell activation inhibitor 1,3,,external side of plasma membrane,,,IDA,,J:136480 ,external side of plasma membrane
MGI:3039619,Vtcn1,V-set domain containing T cell activation inhibitor 1,3,,external side of plasma membrane,,,ISO,Q7Z7D3 ,J:164563 ,external side of plasma membrane
MGI:98941,Vwf,Von Willebrand factor,6,,external side of plasma membrane,is a part of platelet,,IDA,,J:125139 ,external side of plasma membrane
MGI:1889506,Crlf2,cytokine receptor-like factor 2,5,,immunoglobulin secretion involved in immune response,is a part of lung,,IDA,,J:110190 ,immunoglobulin secretion
MGI:101897,Pou2f2,"POU domain, class 2, transcription factor 2",7,,immunoglobulin secretion involved in immune response,"happens in spleen,happens in mature B cell",,IMP,MGI:3028896 ,J:4555 ,immunoglobulin secretion
MGI:88336,Cd40,CD40 antigen,2,,regulation of immunoglobulin secretion,,,IDA,,J:86592 ,regulation of immunoglobulin secretion
MGI:88337,Cd40lg,CD40 ligand,X,,regulation of immunoglobulin secretion,,,IDA,,J:86592 ,regulation of immunoglobulin secretion
MGI:1347245,Ceacam1,carcinoembryonic antigen-related cell adhesion molecule 1,7,,positive regulation of immunoglobulin secretion,happens in Peyer's patch,PR:000044465,IMP,"MGI:5609428 MGI:5609428,MGI:3053071 ",J:190980 ,regulation of immunoglobulin secretion
MGI:95797,Gpi1,glucose phosphate isomerase 1,7,,positive regulation of immunoglobulin secretion,,,ISO,P06744 ,J:164563 ,regulation of immunoglobulin secretion
MGI:95957,H2-T23,"histocompatibility 2, T region locus 23",17,,positive regulation of immunoglobulin secretion,,,ISO,P13747 ,J:164563 ,regulation of immunoglobulin secretion
MGI:96548,Il2,interleukin 2,3,,positive regulation of immunoglobulin secretion,,,IMP,MGI:1857191 ,J:39989 ,regulation of immunoglobulin secretion
MGI:96557,Il5,interleukin 5,11,,positive regulation of immunoglobulin secretion,,,IGI,Q8BVZ5 ,J:132106 ,regulation of immunoglobulin secretion
MGI:96559,Il6,interleukin 6,5,,positive regulation of immunoglobulin secretion,,,ISO,P05231 ,J:164563 ,regulation of immunoglobulin secretion
MGI:1924375,Il33,interleukin 33,19,,negative regulation of immunoglobulin secretion,,,IGI,P08226 ,J:132106 ,regulation of immunoglobulin secretion
MGI:1924375,Il33,interleukin 33,19,,positive regulation of immunoglobulin secretion,,,IGI,P08226 ,J:132106 ,regulation of immunoglobulin secretion
MGI:97879,Rbp4,"retinol binding protein 4, plasma",19,,positive regulation of immunoglobulin secretion,,,IDA,,J:136442 ,regulation of immunoglobulin secretion
MGI:893577,Stx4a,syntaxin 4A (placental),7,,positive regulation of immunoglobulin secretion,,,ISO,Q12846 ,J:164563 ,regulation of immunoglobulin secretion
MGI:99682,Tmbim6,transmembrane BAX inhibitor motif containing 6,15,,negative regulation of immunoglobulin secretion,,,IMP,,J:147348 ,regulation of immunoglobulin secretion
MGI:104798,Tnf,tumor necrosis factor,17,,regulation of immunoglobulin secretion,,,IDA,,J:86592 ,regulation of immunoglobulin secretion
MGI:104512,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4",4,,positive regulation of immunoglobulin secretion,,,IDA,,J:26926 ,regulation of immunoglobulin secretion
MGI:104511,Tnfsf4,"tumor necrosis factor (ligand) superfamily, member 4",1,,positive regulation of immunoglobulin secretion,,,IDA,,J:26926 ,regulation of immunoglobulin secretion
MGI:101835,Traf2,TNF receptor-associated factor 2,2,,regulation of immunoglobulin secretion,,,IMP,,J:86592 ,regulation of immunoglobulin secretion
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,regulation of immunoglobulin secretion,,,IDA,,J:86592 ,regulation of immunoglobulin secretion
MGI:98938,Vpreb3,pre-B lymphocyte gene 3,10,,negative regulation of immunoglobulin secretion,,,ISO,XP_415223 ,J:73065 ,regulation of immunoglobulin secretion
MGI:98970,Xbp1,X-box binding protein 1,11,,positive regulation of immunoglobulin secretion,,,IDA,,J:215658 ,regulation of immunoglobulin secretion
